year,facility_name,animal_type,measure,value
2013,"Mutt Hutt, Inc",Dog,Stray,0
2013,"Mutt Hutt, Inc",Dog,Transfer In,722
2013,"Mutt Hutt, Inc",Dog,Transfer Out,43
2013,"Mutt Hutt, Inc",Other,Adoption,3
2013,"Mutt Hutt, Inc",Other,Death,0
2013,"Mutt Hutt, Inc",Other,Ending Inventory,6
2013,"Mutt Hutt, Inc",Other,Euthanasia,0
2013,"Mutt Hutt, Inc",Other,Other Intake,0
2013,"Mutt Hutt, Inc",Other,Returned,0
2013,"Mutt Hutt, Inc",Other,Transfer Out,1
2013,"MuttSavers Rescue, Inc.",Cat,Ending Inventory,0
2013,"MuttSavers Rescue, Inc.",Dog,Adoption,516
2013,"MuttSavers Rescue, Inc.",Dog,Beginning Inventory,11
2013,"MuttSavers Rescue, Inc.",Dog,Death,0
2013,"MuttSavers Rescue, Inc.",Dog,Ending Inventory,22
2013,"MuttSavers Rescue, Inc.",Dog,Euthanasia,0
2013,"MuttSavers Rescue, Inc.",Dog,Other Intake,0
2013,"MuttSavers Rescue, Inc.",Dog,Owner Relinquished,13
2013,"MuttSavers Rescue, Inc.",Dog,Returned,0
2013,"MuttSavers Rescue, Inc.",Dog,Stray,0
2013,"MuttSavers Rescue, Inc.",Dog,Transfer In,514
2013,"MuttSavers Rescue, Inc.",Dog,Transfer Out,0
2013,"MuttSavers Rescue, Inc.",Other,Ending Inventory,0
2013,My Fairy Dawg Mother Rescue Inc,Cat,Ending Inventory,0
2013,My Fairy Dawg Mother Rescue Inc,Dog,Adoption,173
2013,My Fairy Dawg Mother Rescue Inc,Dog,Beginning Inventory,183
2013,My Fairy Dawg Mother Rescue Inc,Dog,Death,2
2013,My Fairy Dawg Mother Rescue Inc,Dog,Ending Inventory,192
2013,My Fairy Dawg Mother Rescue Inc,Dog,Euthanasia,4
2013,My Fairy Dawg Mother Rescue Inc,Dog,Other Intake,0
2013,My Fairy Dawg Mother Rescue Inc,Dog,Owner Relinquished,7
2013,My Fairy Dawg Mother Rescue Inc,Dog,Returned,0
2013,My Fairy Dawg Mother Rescue Inc,Dog,Stray,2
2013,My Fairy Dawg Mother Rescue Inc,Dog,Transfer In,183
2013,My Fairy Dawg Mother Rescue Inc,Dog,Transfer Out,4
2013,My Fairy Dawg Mother Rescue Inc,Other,Ending Inventory,0
2013,My Second Home Rescue,Cat,Ending Inventory,0
2013,My Second Home Rescue,Dog,Adoption,158
2013,My Second Home Rescue,Dog,Beginning Inventory,23
2013,My Second Home Rescue,Dog,Death,2
2013,My Second Home Rescue,Dog,Ending Inventory,24
2013,My Second Home Rescue,Dog,Euthanasia,0
2013,My Second Home Rescue,Dog,Other Intake,17
2013,My Second Home Rescue,Dog,Owner Relinquished,11
2013,My Second Home Rescue,Dog,Returned,0
2013,My Second Home Rescue,Dog,Stray,2
2013,My Second Home Rescue,Dog,Transfer In,131
2013,My Second Home Rescue,Dog,Transfer Out,0
2013,My Second Home Rescue,Other,Ending Inventory,0
2013,National Mill Dog Rescue,Cat,Ending Inventory,0
2013,National Mill Dog Rescue,Dog,Adoption,767
2013,National Mill Dog Rescue,Dog,Beginning Inventory,149
2013,National Mill Dog Rescue,Dog,Death,3
2013,National Mill Dog Rescue,Dog,Ending Inventory,189
2013,National Mill Dog Rescue,Dog,Euthanasia,1
2013,National Mill Dog Rescue,Dog,Other Intake,3
2013,National Mill Dog Rescue,Dog,Owner Relinquished,37
2013,National Mill Dog Rescue,Dog,Returned,0
2013,National Mill Dog Rescue,Dog,Stray,4
2013,National Mill Dog Rescue,Dog,Transfer In,929
2013,National Mill Dog Rescue,Dog,Transfer Out,156
2013,National Mill Dog Rescue,Other,Ending Inventory,0
2013,New Hope Cattle Dogs Rescue & Rehoming,Cat,Ending Inventory,0
2013,New Hope Cattle Dogs Rescue & Rehoming,Cat,Returned,0
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Adoption,231
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Beginning Inventory,21
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Death,0
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Ending Inventory,15
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Euthanasia,4
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Other Intake,0
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Owner Relinquished,8
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Returned,0
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Stray,5
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Transfer In,216
2013,New Hope Cattle Dogs Rescue & Rehoming,Dog,Transfer Out,0
2013,New Hope Cattle Dogs Rescue & Rehoming,Other,Ending Inventory,0
2013,New Hope Rescue Inc,Cat,Adoption,524
2013,New Hope Rescue Inc,Cat,Beginning Inventory,0
2013,New Hope Rescue Inc,Cat,Death,28
2013,New Hope Rescue Inc,Cat,Ending Inventory,112
2013,New Hope Rescue Inc,Cat,Euthanasia,53
2013,New Hope Rescue Inc,Cat,Other Intake,4
2013,New Hope Rescue Inc,Cat,Owner Relinquished,171
2013,New Hope Rescue Inc,Cat,Returned,550
2013,New Hope Rescue Inc,Cat,Stray,38
2013,New Hope Rescue Inc,Cat,Transfer In,1235
2013,New Hope Rescue Inc,Cat,Transfer Out,22
2013,New Hope Rescue Inc,Dog,Adoption,1601
2013,New Hope Rescue Inc,Dog,Beginning Inventory,0
2013,New Hope Rescue Inc,Dog,Death,19
2013,New Hope Rescue Inc,Dog,Ending Inventory,284
2013,New Hope Rescue Inc,Dog,Euthanasia,15
2013,New Hope Rescue Inc,Dog,Other Intake,214
2013,New Hope Rescue Inc,Dog,Owner Relinquished,570
2013,New Hope Rescue Inc,Dog,Returned,3
2013,New Hope Rescue Inc,Dog,Stray,19
2013,New Hope Rescue Inc,Dog,Transfer In,5035
2013,New Hope Rescue Inc,Dog,Transfer Out,43
2013,New Hope Rescue Inc,Other,Adoption,3
2013,New Hope Rescue Inc,Other,Beginning Inventory,0
2013,New Hope Rescue Inc,Other,Death,0
2013,New Hope Rescue Inc,Other,Ending Inventory,6
2013,New Hope Rescue Inc,Other,Euthanasia,0
2013,New Hope Rescue Inc,Other,Other Intake,0
2013,New Hope Rescue Inc,Other,Owner Relinquished,19
2013,New Hope Rescue Inc,Other,Returned,0
2013,New Hope Rescue Inc,Other,Stray,0
2013,New Hope Rescue Inc,Other,Transfer In,0
2013,New Hope Rescue Inc,Other,Transfer Out,1
2013,Noah'S Ark Animal Welfare Association,Cat,Adoption,409
2013,Noah'S Ark Animal Welfare Association,Cat,Beginning Inventory,3
2013,Noah'S Ark Animal Welfare Association,Cat,Death,35
2013,Noah'S Ark Animal Welfare Association,Cat,Ending Inventory,22
2013,Noah'S Ark Animal Welfare Association,Cat,Euthanasia,25
2013,Noah'S Ark Animal Welfare Association,Cat,Other Intake,53
2013,Noah'S Ark Animal Welfare Association,Cat,Owner Relinquished,276
2013,Noah'S Ark Animal Welfare Association,Cat,Returned,12
2013,Noah'S Ark Animal Welfare Association,Cat,Stray,174
2013,Noah'S Ark Animal Welfare Association,Cat,Transfer In,18
2013,Noah'S Ark Animal Welfare Association,Cat,Transfer Out,12
2013,Noah'S Ark Animal Welfare Association,Dog,Adoption,266
2013,Noah'S Ark Animal Welfare Association,Dog,Beginning Inventory,15
2013,Noah'S Ark Animal Welfare Association,Dog,Death,4
2013,Noah'S Ark Animal Welfare Association,Dog,Ending Inventory,24
2013,Noah'S Ark Animal Welfare Association,Dog,Euthanasia,60
2013,Noah'S Ark Animal Welfare Association,Dog,Other Intake,129
2013,Noah'S Ark Animal Welfare Association,Dog,Owner Relinquished,332
2013,Noah'S Ark Animal Welfare Association,Dog,Returned,164
2013,Noah'S Ark Animal Welfare Association,Dog,Stray,198
2013,Noah'S Ark Animal Welfare Association,Dog,Transfer In,39
2013,Noah'S Ark Animal Welfare Association,Dog,Transfer Out,195
2013,Noah'S Ark Animal Welfare Association,Other,Adoption,27
2013,Noah'S Ark Animal Welfare Association,Other,Beginning Inventory,0
2013,Noah'S Ark Animal Welfare Association,Other,Ending Inventory,0
2013,Noah'S Ark Animal Welfare Association,Other,Owner Relinquished,13
2013,Noah'S Ark Animal Welfare Association,Other,Stray,5
2013,North Fork Veterinary Clinic,Cat,Ending Inventory,0
2013,North Fork Veterinary Clinic,Dog,Adoption,3
2013,North Fork Veterinary Clinic,Dog,Ending Inventory,0
2013,North Fork Veterinary Clinic,Dog,Stray,3
2013,North Fork Veterinary Clinic,Other,Ending Inventory,0
2013,North Star Siberian Husky Rescue,Cat,Ending Inventory,0
2013,North Star Siberian Husky Rescue,Dog,Adoption,35
2013,North Star Siberian Husky Rescue,Dog,Beginning Inventory,8
2013,North Star Siberian Husky Rescue,Dog,Death,0
2013,North Star Siberian Husky Rescue,Dog,Ending Inventory,4
2013,North Star Siberian Husky Rescue,Dog,Euthanasia,0
2013,North Star Siberian Husky Rescue,Dog,Other Intake,0
2013,North Star Siberian Husky Rescue,Dog,Owner Relinquished,17
2013,North Star Siberian Husky Rescue,Dog,Returned,0
2013,North Star Siberian Husky Rescue,Dog,Stray,0
2013,North Star Siberian Husky Rescue,Dog,Transfer In,14
2013,North Star Siberian Husky Rescue,Dog,Transfer Out,0
2013,North Star Siberian Husky Rescue,Other,Ending Inventory,0
2013,"Northwest Animal Hospital, Pc",Cat,Beginning Inventory,0
2013,"Northwest Animal Hospital, Pc",Cat,Ending Inventory,0
2013,"Northwest Animal Hospital, Pc",Cat,Returned,0
2013,"Northwest Animal Hospital, Pc",Dog,Beginning Inventory,0
2013,"Northwest Animal Hospital, Pc",Dog,Ending Inventory,0
2013,"Northwest Animal Hospital, Pc",Dog,Returned,0
2013,"Northwest Animal Hospital, Pc",Other,Beginning Inventory,0
2013,"Northwest Animal Hospital, Pc",Other,Ending Inventory,0
2013,"Northwest Animal Hospital, Pc",Other,Returned,0
2013,Outpaws,Cat,Adoption,524
2013,Outpaws,Cat,Beginning Inventory,0
2013,Outpaws,Cat,Death,28
2013,Outpaws,Cat,Ending Inventory,112
2013,Outpaws,Cat,Euthanasia,53
2013,Outpaws,Cat,Other Intake,4
2013,Outpaws,Cat,Returned,550
2013,Outpaws,Cat,Stray,0
2013,Outpaws,Cat,Transfer In,171
2013,Outpaws,Cat,Transfer Out,22
2013,Outpaws,Dog,Adoption,1601
2013,Outpaws,Dog,Beginning Inventory,0
2013,Outpaws,Dog,Death,19
2013,Outpaws,Dog,Ending Inventory,284
2013,Outpaws,Dog,Euthanasia,15
2013,Outpaws,Dog,Other Intake,5
2013,Outpaws,Dog,Owner Relinquished,627
2013,Outpaws,Dog,Returned,3
2013,Outpaws,Dog,Stray,38
2013,Outpaws,Dog,Transfer In,6517
2013,Outpaws,Dog,Transfer Out,43
2013,Outpaws,Other,Adoption,3
2013,Outpaws,Other,Beginning Inventory,0
2013,Outpaws,Other,Death,0
2013,Outpaws,Other,Ending Inventory,6
2013,Outpaws,Other,Euthanasia,0
2013,Outpaws,Other,Other Intake,0
2013,Outpaws,Other,Returned,0
2013,Outpaws,Other,Stray,0
2013,Outpaws,Other,Transfer Out,1
2013,Pals Forever Animal Rescue,Cat,Ending Inventory,0
2013,Pals Forever Animal Rescue,Dog,Adoption,37
2013,Pals Forever Animal Rescue,Dog,Beginning Inventory,3
2013,Pals Forever Animal Rescue,Dog,Ending Inventory,3
2013,Pals Forever Animal Rescue,Dog,Other Intake,0
2013,Pals Forever Animal Rescue,Dog,Owner Relinquished,19
2013,Pals Forever Animal Rescue,Dog,Stray,0
2013,Pals Forever Animal Rescue,Dog,Transfer In,18
2013,Pals Forever Animal Rescue,Other,Ending Inventory,0
2013,Paradise Animal Welfare Society,Cat,Adoption,6
2013,Paradise Animal Welfare Society,Cat,Beginning Inventory,0
2013,Paradise Animal Welfare Society,Cat,Death,0
2013,Paradise Animal Welfare Society,Cat,Ending Inventory,1
2013,Paradise Animal Welfare Society,Cat,Owner Relinquished,2
2013,Paradise Animal Welfare Society,Cat,Returned,8
2013,Paradise Animal Welfare Society,Cat,Stray,12
2013,Paradise Animal Welfare Society,Cat,Transfer In,1
2013,Paradise Animal Welfare Society,Dog,Adoption,5
2013,Paradise Animal Welfare Society,Dog,Beginning Inventory,0
2013,Paradise Animal Welfare Society,Dog,Ending Inventory,0
2013,Paradise Animal Welfare Society,Dog,Owner Relinquished,0
2013,Paradise Animal Welfare Society,Dog,Returned,63
2013,Paradise Animal Welfare Society,Dog,Stray,68
2013,Paradise Animal Welfare Society,Dog,Transfer In,4
2013,Paradise Animal Welfare Society,Dog,Transfer Out,4
2013,Paradise Animal Welfare Society,Other,Ending Inventory,0
2013,"Paw Spa, LLC",Cat,Ending Inventory,0
2013,"Paw Spa, LLC",Dog,Ending Inventory,0
2013,"Paw Spa, LLC",Other,Ending Inventory,0
2013,Paws and People,Cat,Adoption,8
2013,Paws and People,Cat,Ending Inventory,0
2013,Paws and People,Cat,Transfer In,8
2013,Paws and People,Dog,Adoption,12
2013,Paws and People,Dog,Ending Inventory,0
2013,Paws and People,Dog,Stray,2
2013,Paws and People,Dog,Transfer In,10
2013,Paws and People,Other,Beginning Inventory,0
2013,Paws and People,Other,Ending Inventory,0
2013,"Peak View Animal Hospital, Inc.",Cat,Adoption,1
2013,"Peak View Animal Hospital, Inc.",Cat,Ending Inventory,1
2013,"Peak View Animal Hospital, Inc.",Cat,Owner Relinquished,1
2013,"Peak View Animal Hospital, Inc.",Cat,Stray,1
2013,"Peak View Animal Hospital, Inc.",Dog,Adoption,7
2013,"Peak View Animal Hospital, Inc.",Dog,Death,0
2013,"Peak View Animal Hospital, Inc.",Dog,Ending Inventory,0
2013,"Peak View Animal Hospital, Inc.",Dog,Euthanasia,1
2013,"Peak View Animal Hospital, Inc.",Dog,Other Intake,3
2013,"Peak View Animal Hospital, Inc.",Dog,Owner Relinquished,3
2013,"Peak View Animal Hospital, Inc.",Dog,Returned,13
2013,"Peak View Animal Hospital, Inc.",Dog,Stray,25
2013,"Peak View Animal Hospital, Inc.",Dog,Transfer Out,10
2013,"Peak View Animal Hospital, Inc.",Other,Ending Inventory,0
2013,Peanut's Place Bully Rescue,Cat,Ending Inventory,0
2013,Peanut's Place Bully Rescue,Dog,Adoption,5
2013,Peanut's Place Bully Rescue,Dog,Beginning Inventory,32
2013,Peanut's Place Bully Rescue,Dog,Death,1
2013,Peanut's Place Bully Rescue,Dog,Ending Inventory,32
2013,Peanut's Place Bully Rescue,Dog,Euthanasia,4
2013,Peanut's Place Bully Rescue,Dog,Other Intake,0
2013,Peanut's Place Bully Rescue,Dog,Owner Relinquished,1
2013,Peanut's Place Bully Rescue,Dog,Returned,0
2013,Peanut's Place Bully Rescue,Dog,Stray,0
2013,Peanut's Place Bully Rescue,Dog,Transfer In,10
2013,Peanut's Place Bully Rescue,Dog,Transfer Out,1
2013,Peanut's Place Bully Rescue,Other,Ending Inventory,0
2013,Pembroke Welsh Corgi Rescue,Cat,Ending Inventory,0
2013,Pembroke Welsh Corgi Rescue,Cat,Returned,0
2013,Pembroke Welsh Corgi Rescue,Dog,Adoption,24
2013,Pembroke Welsh Corgi Rescue,Dog,Beginning Inventory,2
2013,Pembroke Welsh Corgi Rescue,Dog,Ending Inventory,2
2013,Pembroke Welsh Corgi Rescue,Dog,Euthanasia,2
2013,Pembroke Welsh Corgi Rescue,Dog,Owner Relinquished,24
2013,Pembroke Welsh Corgi Rescue,Dog,Returned,1
2013,Pembroke Welsh Corgi Rescue,Dog,Transfer In,3
2013,Pembroke Welsh Corgi Rescue,Other,Ending Inventory,0
2013,"Perfect Unions Animal Rescue Foundation, Inc.",Cat,Ending Inventory,0
2013,"Perfect Unions Animal Rescue Foundation, Inc.",Dog,Ending Inventory,0
2013,"Perfect Unions Animal Rescue Foundation, Inc.",Other,Ending Inventory,0
2013,Pet Association Of Estes Park Inc.,Cat,Adoption,54
2013,Pet Association Of Estes Park Inc.,Cat,Beginning Inventory,0
2013,Pet Association Of Estes Park Inc.,Cat,Death,1
2013,Pet Association Of Estes Park Inc.,Cat,Ending Inventory,0
2013,Pet Association Of Estes Park Inc.,Cat,Euthanasia,3
2013,Pet Association Of Estes Park Inc.,Cat,Other Intake,0
2013,Pet Association Of Estes Park Inc.,Cat,Owner Relinquished,60
2013,Pet Association Of Estes Park Inc.,Cat,Returned,2
2013,Pet Association Of Estes Park Inc.,Cat,Stray,0
2013,Pet Association Of Estes Park Inc.,Cat,Transfer In,0
2013,Pet Association Of Estes Park Inc.,Cat,Transfer Out,0
2013,Pet Association Of Estes Park Inc.,Dog,Adoption,27
2013,Pet Association Of Estes Park Inc.,Dog,Beginning Inventory,0
2013,Pet Association Of Estes Park Inc.,Dog,Death,0
2013,Pet Association Of Estes Park Inc.,Dog,Ending Inventory,0
2013,Pet Association Of Estes Park Inc.,Dog,Euthanasia,0
2013,Pet Association Of Estes Park Inc.,Dog,Other Intake,0
2013,Pet Association Of Estes Park Inc.,Dog,Owner Relinquished,27
2013,Pet Association Of Estes Park Inc.,Dog,Returned,0
2013,Pet Association Of Estes Park Inc.,Dog,Stray,0
2013,Pet Association Of Estes Park Inc.,Dog,Transfer In,0
2013,Pet Association Of Estes Park Inc.,Dog,Transfer Out,0
2013,Pet Association Of Estes Park Inc.,Other,Beginning Inventory,0
2013,Pet Association Of Estes Park Inc.,Other,Ending Inventory,0
2013,Pet Association Of Estes Park Inc.,Other,Returned,0
2013,Pet Project,Cat,Adoption,853
2013,Pet Project,Cat,Beginning Inventory,108
2013,Pet Project,Cat,Death,22
2013,Pet Project,Cat,Ending Inventory,152
2013,Pet Project,Cat,Euthanasia,7
2013,Pet Project,Cat,Other Intake,280
2013,Pet Project,Cat,Owner Relinquished,266
2013,Pet Project,Cat,Returned,279
2013,Pet Project,Cat,Stray,55
2013,Pet Project,Cat,Transfer In,618
2013,Pet Project,Cat,Transfer Out,8
2013,Pet Project,Dog,Ending Inventory,0
2013,Pet Project,Other,Ending Inventory,0
2013,"Plummer, Sharon",Cat,Ending Inventory,0
2013,"Plummer, Sharon",Dog,Ending Inventory,0
2013,"Plummer, Sharon",Other,Beginning Inventory,58
2013,"Plummer, Sharon",Other,Ending Inventory,58
2013,"Poodle Rescue Of The Rockies, Inc.",Cat,Ending Inventory,0
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Adoption,24
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Beginning Inventory,3
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Death,0
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Ending Inventory,3
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Euthanasia,0
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Other Intake,0
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Owner Relinquished,21
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Returned,1
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Stray,2
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Transfer In,2
2013,"Poodle Rescue Of The Rockies, Inc.",Dog,Transfer Out,0
2013,"Poodle Rescue Of The Rockies, Inc.",Other,Ending Inventory,0
2013,Prison Trained K-9 Companion Prog. - Arrowhead,Cat,Ending Inventory,0
2013,Prison Trained K-9 Companion Prog. - Arrowhead,Dog,Ending Inventory,0
2013,Prison Trained K-9 Companion Prog. - Arrowhead,Other,Ending Inventory,0
2013,Pueblo Animal Services,Cat,Adoption,465
2013,Pueblo Animal Services,Cat,Beginning Inventory,30
2013,Pueblo Animal Services,Cat,Death,22
2013,Pueblo Animal Services,Cat,Ending Inventory,49
2013,Pueblo Animal Services,Cat,Euthanasia,1445
2013,Pueblo Animal Services,Cat,Other Intake,2192
2013,Pueblo Animal Services,Cat,Owner Relinquished,266
2013,Pueblo Animal Services,Cat,Returned,1827
2013,Pueblo Animal Services,Cat,Stray,2145
2013,Pueblo Animal Services,Cat,Transfer In,12
2013,Pueblo Animal Services,Cat,Transfer Out,128
2013,Pueblo Animal Services,Dog,Adoption,641
2013,Pueblo Animal Services,Dog,Beginning Inventory,43
2013,Pueblo Animal Services,Dog,Death,24
2013,Pueblo Animal Services,Dog,Ending Inventory,54
2013,Pueblo Animal Services,Dog,Euthanasia,1268
2013,Pueblo Animal Services,Dog,Other Intake,869
2013,Pueblo Animal Services,Dog,Owner Relinquished,275
2013,Pueblo Animal Services,Dog,Returned,1199
2013,Pueblo Animal Services,Dog,Stray,3023
2013,Pueblo Animal Services,Dog,Transfer In,7
2013,Pueblo Animal Services,Dog,Transfer Out,197
2013,Pueblo Animal Services,Other,Adoption,8
2013,Pueblo Animal Services,Other,Beginning Inventory,0
2013,Pueblo Animal Services,Other,Death,0
2013,Pueblo Animal Services,Other,Ending Inventory,-1
2013,Pueblo Animal Services,Other,Euthanasia,17
2013,Pueblo Animal Services,Other,Other Intake,29
2013,Pueblo Animal Services,Other,Owner Relinquished,0
2013,Pueblo Animal Services,Other,Returned,4
2013,Pueblo Animal Services,Other,Stray,36
2013,Pueblo Animal Services,Other,Transfer In,1
2013,Pueblo Animal Services,Other,Transfer Out,7
2013,Pueblo Collie/Sheltie Rescue,Cat,Ending Inventory,0
2013,Pueblo Collie/Sheltie Rescue,Dog,Adoption,102
2013,Pueblo Collie/Sheltie Rescue,Dog,Death,8
2013,Pueblo Collie/Sheltie Rescue,Dog,Ending Inventory,122
2013,Pueblo Collie/Sheltie Rescue,Dog,Euthanasia,4
2013,Pueblo Collie/Sheltie Rescue,Dog,Other Intake,0
2013,Pueblo Collie/Sheltie Rescue,Dog,Owner Relinquished,50
2013,Pueblo Collie/Sheltie Rescue,Dog,Returned,1
2013,Pueblo Collie/Sheltie Rescue,Dog,Stray,51
2013,Pueblo Collie/Sheltie Rescue,Dog,Transfer In,136
2013,Pueblo Collie/Sheltie Rescue,Dog,Transfer Out,0
2013,Pueblo Collie/Sheltie Rescue,Other,Ending Inventory,0
2013,Pure Hearts Animal Rescue,Cat,Adoption,11
2013,Pure Hearts Animal Rescue,Cat,Beginning Inventory,1
2013,Pure Hearts Animal Rescue,Cat,Ending Inventory,3
2013,Pure Hearts Animal Rescue,Cat,Stray,13
2013,Pure Hearts Animal Rescue,Dog,Adoption,4
2013,Pure Hearts Animal Rescue,Dog,Ending Inventory,0
2013,Pure Hearts Animal Rescue,Dog,Owner Relinquished,1
2013,Pure Hearts Animal Rescue,Dog,Transfer In,3
2013,Pure Hearts Animal Rescue,Other,Ending Inventory,0
2013,Pure Hearts Animal Rescue,Other,Returned,0
2013,QP Wildcats,Cat,Adoption,1
2013,QP Wildcats,Cat,Beginning Inventory,3
2013,QP Wildcats,Cat,Ending Inventory,7
2013,QP Wildcats,Cat,Other Intake,4
2013,QP Wildcats,Cat,Owner Relinquished,1
2013,QP Wildcats,Dog,Ending Inventory,0
2013,QP Wildcats,Other,Ending Inventory,0
2013,"Recycled Racers, Inc./ Closed at the end of 2011",Cat,Ending Inventory,0
2013,"Recycled Racers, Inc./ Closed at the end of 2011",Dog,Ending Inventory,0
2013,"Recycled Racers, Inc./ Closed at the end of 2011",Other,Ending Inventory,0
2013,Red Hill Animal Health Center,Cat,Ending Inventory,0
2013,Red Hill Animal Health Center,Dog,Ending Inventory,308
2013,Red Hill Animal Health Center,Dog,Owner Relinquished,234
2013,Red Hill Animal Health Center,Dog,Stray,74
2013,Red Hill Animal Health Center,Other,Ending Inventory,0
2013,Red River County Humane Society,Cat,Ending Inventory,0
2013,Red River County Humane Society,Dog,Adoption,235
2013,Red River County Humane Society,Dog,Beginning Inventory,26
2013,Red River County Humane Society,Dog,Death,2
2013,Red River County Humane Society,Dog,Ending Inventory,6
2013,Red River County Humane Society,Dog,Euthanasia,3
2013,Red River County Humane Society,Dog,Owner Relinquished,38
2013,Red River County Humane Society,Dog,Returned,14
2013,Red River County Humane Society,Dog,Transfer In,206
2013,Red River County Humane Society,Dog,Transfer Out,10
2013,Red River County Humane Society,Other,Ending Inventory,0
2013,Rescued for Life,Cat,Ending Inventory,0
2013,Rescued for Life,Dog,Adoption,24
2013,Rescued for Life,Dog,Beginning Inventory,13
2013,Rescued for Life,Dog,Ending Inventory,246
2013,Rescued for Life,Dog,Owner Relinquished,1
2013,Rescued for Life,Dog,Transfer In,22
2013,Rescued for Life,Other,Ending Inventory,0
2013,"Retriever Rescue of Colorado, Inc.",Cat,Ending Inventory,0
2013,"Retriever Rescue of Colorado, Inc.",Dog,Adoption,238
2013,"Retriever Rescue of Colorado, Inc.",Dog,Ending Inventory,-245
2013,"Retriever Rescue of Colorado, Inc.",Dog,Euthanasia,7
2013,"Retriever Rescue of Colorado, Inc.",Other,Ending Inventory,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Adoption,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Beginning Inventory,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Death,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Ending Inventory,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Euthanasia,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Other Intake,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Owner Relinquished,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Returned,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Stray,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Transfer In,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Cat,Transfer Out,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Adoption,134
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Beginning Inventory,13
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Death,2
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Ending Inventory,21
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Euthanasia,5
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Other Intake,1
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Owner Relinquished,59
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Returned,5
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Stray,4
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Transfer In,90
2013,"Rocky Mountain Cocker Rescue, Inc.",Dog,Transfer Out,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Adoption,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Beginning Inventory,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Death,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Ending Inventory,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Euthanasia,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Other Intake,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Owner Relinquished,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Returned,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Stray,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Transfer In,0
2013,"Rocky Mountain Cocker Rescue, Inc.",Other,Transfer Out,0
2013,"Rocky Mountain Great Dane Rescue, Inc.",Cat,Ending Inventory,0
2013,"Rocky Mountain Great Dane Rescue, Inc.",Dog,Beginning Inventory,15
2013,"Rocky Mountain Great Dane Rescue, Inc.",Dog,Death,0
2013,"Rocky Mountain Great Dane Rescue, Inc.",Dog,Ending Inventory,78
2013,"Rocky Mountain Great Dane Rescue, Inc.",Dog,Euthanasia,4
2013,"Rocky Mountain Great Dane Rescue, Inc.",Dog,Other Intake,0
2013,"Rocky Mountain Great Dane Rescue, Inc.",Dog,Owner Relinquished,49
