year,pacfa_id,business_type,facility_name,address,city,state,zip_code,county,latitude,longitude
2008,5597,,"Animal House Pets & Grooming, Inc.",1104 W. Vine Dr.,Fort Collins,Co,80521.0,Larimer County,40.624808,-105.028464
2009,5597,,"Animal House Pets & Grooming, Inc.",1104 W. Vine Dr.,Fort Collins,Co,80521.0,Larimer County,40.624808,-105.028464
2011,5597,,"Animal House Pets & Grooming, Inc.",1104 W. Vine Dr.,Fort Collins,Co,80521.0,Larimer County,40.624808,-105.028464
2012,5597.0,,"Animal House Pets & Grooming, Inc.",1104 W. Vine Dr.,Fort Collins,Co,80521.0,Larimer County,40.624808,-105.028464
2013,5597,,"Animal House Pets & Grooming, Inc.",1104 W. Vine Dr.,Fort Collins,Co,80521.0,Larimer County,40.624808,-105.028464
2017,5597,,"Animal House Pets & Grooming, Inc.",1104 W. Vine Dr.,Fort Collins,Co,80524,Larimer County,40.624808,-105.028464
2010,5597,,Animal House Rescue,1104 W. Vine Dr.,Fc,Co,80521.0,Larimer County,,
2015,5597,,Animal House Rescue,1104 West Vine Drive,Fc,Co,80521,Larimer County,,
2014,,,Animal House Rescue & Grooming,1104 W Vine Dr,Ft Collins ,,80521,Larimer County,40.596325,-105.096349
2019,,,Animal House Rescue & Grooming,1104 W Vine Dr,Ft Collins ,,80521,Larimer County,40.596325,-105.096349
2007,805.0,,Animal Kingdom,339 S. Santa Fe,Pueblo,Co,81003.0,,,
2019,805.0,,Animal Kingdom,339 S. Santa Fe,Pueblo,Co,81003.0,,,
2020,805.0,,Animal Kingdom,339 S. Santa Fe,Pueblo,Co,81003.0,,,
2021,805.0,,Animal Kingdom,339 S. Santa Fe,Pueblo,Co,81003.0,,,
2022,805.0,,Animal Kingdom,339 S. Santa Fe,Pueblo,Co,81003.0,,,
2023,805.0,,Animal Kingdom,339 S. Santa Fe,Pueblo,Co,81003.0,,,
2018,,,Animal Kingdom & Ponds by Jeff,,,,,Pueblo County,,
2007,4855.0,,Animal Loving People Helping Animals (Alpha) Humane,0086 So. Rd. 1 East,Monte Vista,Co,81144.0,,,
2008,4855,,Animal Loving People Helping Animals (Alpha) Humane,0086 So. Rd. 1 East,Monte Vista,Co,81144.0,,,
2009,4855,,Animal Loving People Helping Animals (Alpha) Humane,0086 So. Rd. 1 East,Monte Vista,Co,81144.0,,,
2011,4855,,Animal Loving People Helping Animals (Alpha) Humane,0086 So. Rd. 1 East,Monte Vista,Co,81144.0,,,
2012,4855.0,,Animal Loving People Helping Animals (Alpha) Humane,0086 So. Rd. 1 East,Monte Vista,Co,81144.0,,,
2007,689.0,,"Animal Medical Center Of Estes Park, P.C.",1260 Manford Ave,Estes Park,Co,80517.0,,,
2008,689,,"Animal Medical Center Of Estes Park, P.C.",1260 Manford Ave,Estes Park,Co,80517.0,,,
2007,626.0,,Animal Rescue & Adoption Society,2390 S. Delaware,Denver,Co,80223.0,,,
2008,626,,Animal Rescue & Adoption Society,2390 S. Delaware,Denver,Co,80223.0,,,
2009,626,,Animal Rescue & Adoption Society,2390 S. Delaware,Denver,Co,80223.0,,,
2010,626,,Animal Rescue & Adoption Society,2390 S. Delaware,Denver,Co,80223.0,,,
2011,626,,Animal Rescue & Adoption Society,2390 S. Delaware,Denver,Co,80223.0,,,
2012,626.0,,Animal Rescue & Adoption Society,2390 S. Delaware,Denver,Co,80223.0,,,
2013,626,,Animal Rescue & Adoption Society,2390 S. Delaware,Denver,Co,80223.0,,,
2014,,,"Animal Rescue Connection, Inc",1362 Merl Place,Longmont ,,80501,Boulder County,40.194065,-105.111333
2008,5937,,"Animal Rescue Connection, Inc.",4095 W. 16th St. Rd,Greeley,Co,80634.0,Boulder County,40.165729,-105.101194
2009,5937,,"Animal Rescue Connection, Inc.",4095 W. 16th St. Rd,Greeley,Co,80634.0,Boulder County,40.165729,-105.101194
2010,5937,,"Animal Rescue Connection, Inc.",4095 W. 16th St. Rd,Greeley,Co,80634.0,Boulder County,40.165729,-105.101194
2011,5937,,"Animal Rescue Connection, Inc.",4095 W. 16th St. Rd,Greeley,Co,80634.0,Boulder County,40.165729,-105.101194
2012,5937.0,,"Animal Rescue Connection, Inc.",4095 W. 16th St. Rd,Greeley,Co,80634.0,Boulder County,40.165729,-105.101194
2013,5937,,"Animal Rescue Connection, Inc.",1362 Merl Pl,Longmont,Co,80502.0,Boulder County,40.165729,-105.101194
2015,5937,,"Animal Rescue Connection, Inc.",2645 9th Ave,Longmont,Co,80503,Boulder County,40.165729,-105.101194
2016,5937,,"Animal Rescue Connection, Inc.",2645 9th Ave,Longmont,Co,80504,Boulder County,40.165729,-105.101194
2017,5937,,"Animal Rescue Connection, Inc.",2645 9th Ave,Longmont,Co,80503,Boulder County,40.157538,-105.185328
2007,5292.0,,Animal Rescue Foundation,1459 Cr 102,Carbondale,Co,81623.0,,,
2008,5292,,Animal Rescue Foundation,1459 Cr 102,Carbondale,Co,81623.0,,,
2009,5292,,Animal Rescue Foundation,1459 Cr 102,Carbondale,Co,81623.0,,,
2010,5292,,Animal Rescue Foundation,1459 Cr 102,Carbondale,Co,81623.0,,,
2010,5667,,Animal Rescue Of The Rockies,0557 Brokenlance Dr.,Breckenridge,Co,80424.0,,,
2007,5667.0,Pet Animal Small Shelter,Animal Rescue of the Rockies,0577A Broken Lance,Breckenridge,Co,80424.0,Summit County,39.468782,-106.044573
2008,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0577A Broken Lance,Breckenridge,Co,80424.0,Summit County,39.468782,-106.044573
2009,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0577A Broken Lance,Breckenridge,Co,80424.0,Summit County,39.468782,-106.044573
2011,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0577A Broken Lance,Breckenridge,Co,80424.0,Summit County,39.468782,-106.044573
2012,5667.0,Pet Animal Small Shelter,Animal Rescue of the Rockies,0577A Broken Lance,Breckenridge,Co,80424.0,Summit County,39.468782,-106.044573
2013,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0577A Broken Lance,Breckenridge,Co,80424.0,Summit County,39.468782,-106.044573
2014,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,"0557 Broken Lance Dr, Box 6429",Breckenridge ,Co,80424,Summit County,39.468782,-106.044573
2015,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0557 Broken Lance Drive,Breckenridge ,Co,80424,Summit County,39.468782,-106.044573
2016,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0557 Broken Lance Drive,Breckenridge,Co,80424,Summit County,39.498185,-106.046225
2017,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0557 Broken Lance Drive,Fruita,Co,81521,Mesa County,39.191201,-108.709898
2018,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0557 Broken Lance Drive,Fruita,Co,81521,Mesa County,39.191201,-108.709898
2019,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0557 Broken Lance Drive,Fruita,Co,81521,Mesa County,39.191201,-108.709898
2020,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0557 Broken Lance Drive,Fruita,Co,81521,Mesa County,39.191201,-108.709898
2021,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0557 Broken Lance Drive,Fruita,Co,81521,Mesa County,39.191201,-108.709898
2022,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0557 Broken Lance Drive,Fruita,Co,81521,Mesa County,39.191201,-108.709898
2023,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0557 Broken Lance Drive,Fruita,Co,81521,Mesa County,39.191201,-108.709898
Licensing,5667,Pet Animal Small Shelter,Animal Rescue of the Rockies,0557 Broken Lance Drive,Fairplay,Co,81521,Park,39.191201,-108.709898
Licensing,5667,Pet Animal Large Rescue,Animal Rescue of the Rockies,0557 Broken Lance Drive,Fruita,Co,81521,Mesa,39.191201,-108.709898
2017,,,Animal Rescue of the Rockies Cat Casita,,Fairplay,,80440,Park County,39.16649,-105.973292
2018,,,Animal Rescue of the Rockies Cat Casita,,Fairplay,,80440,Park County,39.16649,-105.973292
2019,,,Animal Rescue of the Rockies Cat Casita,,Fairplay,,80440,Park County,39.16649,-105.973292
2020,,,Animal Rescue of the Rockies Cat Casita,,Fairplay,,80440,Park County,39.16649,-105.973292
2021,,,Animal Rescue of the Rockies Cat Casita,,Fairplay,,80440,Park County,39.16649,-105.973292
2022,,,Animal Rescue of the Rockies Cat Casita,,Fairplay,,80440,Park County,39.16649,-105.973292
2023,,,Animal Rescue of the Rockies Cat Casita,,Fairplay,,80440,Park County,39.16649,-105.973292
2020,,,Animal Rescue of the Rockies Cat Cottage,,,,,,,
2022,,,Animal Rescue of the Rockies Just Cats Cat Cottage,,,,,,,
2023,,,Animal Rescue of the Rockies Just Cats Cat Cottage,,,,,,,
2007,26.0,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81003.0,Pueblo County,38.265425,-104.610415
2008,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81003.0,Pueblo County,38.265425,-104.610415
2009,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81003.0,Pueblo County,38.265425,-104.610415
2010,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8th St.,Pueblo,Co,81003.0,Pueblo County,38.265425,-104.610415
2011,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81003.0,Pueblo County,38.265425,-104.610415
2012,26.0,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81003.0,Pueblo County,38.265425,-104.610415
2013,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81003.0,Pueblo County,38.265425,-104.610415
2016,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81003,Pueblo County,38.265425,-104.610415
2017,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81001,Pueblo County,38.286513,-104.573878
2018,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81001,Pueblo County,38.286513,-104.573878
2020,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81001,Pueblo County,38.286513,-104.573878
2021,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81001,Pueblo County,38.286513,-104.573878
2022,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81001,Pueblo County,38.286513,-104.573878
2023,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81001,Pueblo County,38.286513,-104.573878
Licensing,26,Pet Animal Small Shelter,Animal Welfare & Protection Society,3420 W. 8Th St.,Pueblo,Co,81001,Pueblo,38.286513,-104.573878
2019,,,Animal Welfare Coalition of Northeastern New Mexico,,,,,,,
2007,3912.0,,Annie'S Orphans,1630 Cr 214,Durango,Co,81303.0,,,
2008,3912,,Annie'S Orphans,1630 Cr 214,Durango,Co,81303.0,,,
2009,3912,,Annie'S Orphans,1630 Cr 214,Durango,Co,81303.0,,,
2010,3912,,Annie'S Orphans,1630 Cr 214,Durango,Co,81303.0,,,
2011,3912,,Annie'S Orphans,1630 Cr 214,Durango,Co,81303.0,,,
2012,3912.0,,Annie'S Orphans,1630 Cr 214,Durango,Co,81303.0,,,
2013,3912,,Annie'S Orphans,1630 Cr 214,Durango,Co,81303.0,,,
2014,,Pet Animal Small Shelter,Annie's Orphans,1630 County Rd 214,Durango ,Co,81303,La Plata County,37.151394,-107.870409
2015,,Pet Animal Small Shelter,Annie's Orphans,1630 Cr 214,Durango ,Co,81303,La Plata County,37.151394,-107.870409
2016,,Pet Animal Small Shelter,Annie's Orphans,1630 Cr 214,Durango,Co,81303,La Plata County,37.28225,-107.877762
Licensing,,Pet Animal Small Shelter,Annie's Orphans,1630 Cr 214,Durango,Co,81303,La Plata,37.28225,-107.877762
2017,,,Annies Orphans,,Durango,,81303,La Plata County,37.172158,-107.873843
2018,,,Annies Orphans,,Durango,,81303,La Plata County,37.172158,-107.873843
2019,,,Annies Orphans,,Durango,,81303,La Plata County,37.172158,-107.873843
2020,,,Annies Orphans,,Durango,,81303,La Plata County,37.172158,-107.873843
2021,,,Annies Orphans,,Durango,,81303,La Plata County,37.172158,-107.873843
2022,,,Annies Orphans,,Durango,,81303,La Plata County,37.172158,-107.873843
2023,,,Annies Orphans,,Durango,,81303,La Plata County,37.172158,-107.873843
2007,361.0,,Applewood Boarding Kennel,2303 Youngfield Street,Golden,Co,80401.0,,,
2008,361,,Applewood Boarding Kennel,2303 Youngfield Street,Golden,Co,80401.0,,,
2023,,Pet Animal Small Shelter,Archway Adventures,,Greeley,Co,,Weld,,
Licensing,,Pet Animal Small Shelter,Archway Adventures,,Greeley,Co,,Weld,,
2007,1726.0,Pet Animal Small Shelter,Ark Valley Humane Society,701 Gregg Dr,Buena Vista,Co,81211.0,Chaffee County,38.825112,-106.137752
2008,1726,Pet Animal Small Shelter,Ark Valley Humane Society,701 Gregg Dr,Buena Vista,Co,81211.0,Chaffee County,38.825112,-106.137752
2009,1726,Pet Animal Small Shelter,Ark Valley Humane Society,701 Gregg Dr,Buena Vista,Co,81211.0,Chaffee County,38.825112,-106.137752
2010,1726,Pet Animal Small Shelter,Ark Valley Humane Society,701 Gregg Dr,Buena Vista,Co,81211.0,Chaffee County,38.825112,-106.137752
2011,1726,Pet Animal Small Shelter,Ark Valley Humane Society,701 Gregg Dr,Buena Vista,Co,81211.0,Chaffee County,38.825112,-106.137752
2012,1726.0,Pet Animal Small Shelter,Ark Valley Humane Society,701 Gregg Dr,Buena Vista,Co,81211.0,Chaffee County,38.825112,-106.137752
2013,1726,Pet Animal Small Shelter,Ark Valley Humane Society,701 Gregg Dr,Buena Vista,Co,81211.0,Chaffee County,38.825112,-106.137752
2014,1726,Pet Animal Small Shelter,Ark Valley Humane Society,10128 US Highway 50,Poncha Springs ,Co,81242,Chaffee County,38.825112,-106.137752
2014,1726,Pet Animal Small Shelter,Ark Valley Humane Society,701 Gregg Dr,Buena Vista ,Co,81211,Chaffee County,38.825112,-106.137752
Licensing,1726,Pet Animal Small Shelter,Ark Valley Humane Society,701 Gregg Dr,Salida,Co,81211,Chaffee,38.825112,-106.137752
2015,,,Ark Valley Humane Society The Sunshine Shelter,10128 US Highway 50,,,81242,Chaffee County,,
2011,6624,,Ark Valley Humane Society dba The Sunshine Shelter,10128 US Hwy 50,Poncha Springs,Co,81242.0,,,
2012,6624.0,,Ark Valley Humane Society dba The Sunshine Shelter,10128 US Hwy 50,Poncha Springs,Co,81242.0,,,
2013,6624,,Ark Valley Humane Society dba The Sunshine Shelter,10128 US Hwy 50,Poncha Springs,Co,81242.0,,,
2015,,Pet Animal Small Shelter,"Ark Valley Humane Society, Inc",701 Gregg Dr,Buena Vista,Co,81211,Chaffee County,,
Licensing,,Pet Animal Small Shelter,"Ark Valley Humane Society, Inc",701 Gregg Dr,Buena Vista,Co,81211,Chaffee,,
2019,,,"Ark Valley Humane Society, Inc. - AVHS South",,,,,,,
2017,,,Ark-Valley Humane Society,,Buena Vista,,81211,Chaffee County,38.853205,-106.167062
2023,,,Ark-Valley Humane Society,,Buena Vista,,81211,Chaffee County,38.853205,-106.167062
2022,,,Ark-Valley Humane Society - BV,,,,,,,
2020,,,Ark-Valley Humane Society - Main Shelter,,,,,,,
2020,,,Ark-Valley Humane Society - South,,,,,,,
2022,,,Ark-Valley Humane Society - South,,,,,,,
2021,,,Ark-Valley Humane Society South,,,,,,,
2016,,,"Ark-Valley Humane Society, Inc",,Buena Vista,,81211,Chaffee County,37.734446,-79.354257
2018,,,"Ark-Valley Humane Society, Inc, Buena Vista",,,,,Chaffee County,,
2018,,,"Ark-Valley Humane Society, Inc, Salida",,,,,Chaffee County,,
2019,,,"Ark-Valley Humane Society, Inc.",,,,,,,
2016,,,"Ark-Valley Humane Society, Inc. The Sunshine Shelter",,Poncha Springs,,81211,Chaffee County,38.514048,-106.07543
2021,,,Ark-Valley Humane Society-BV,,,,,,,
2015,,,Arrowhead Correctional Center,"57500 US Highway 50, East Canon Correctional Complex",Canon City,,81212,Fremont County,38.442184,-105.23489
2016,,,Arrowhead Correctional Center,"57500 US Highway 50, East Canon Correctional Complex",Canon City,,81212,Fremont County,38.442184,-105.23489
2017,,,Arrowhead Correctional Center,"57500 US Highway 50, East Canon Correctional Complex",Canon City,,81212,Fremont County,38.492332,-105.309685
2017,,,"As of 08.22.2018, this report has been completed with 96% of the Rescue/Shelter Statistics that were submitted for 2017. The 2017 stats will be updated on a future date to show facilities that are not included on this list.",,,,,,,
2007,5332.0,,Aspen Boarding Kennel & Animal Shelter,"101 Animal Shelter Rd., Suite 1",Aspen,Co,81611.0,Pitkin County,39.226394,-106.865982
2008,5332,,Aspen Boarding Kennel & Animal Shelter,"101 Animal Shelter Rd., Suite 1",Aspen,Co,81611.0,Pitkin County,39.226394,-106.865982
2009,5332,,Aspen Boarding Kennel & Animal Shelter,"101 Animal Shelter Rd., Suite 1",Aspen,Co,81611.0,Pitkin County,39.226394,-106.865982
2010,5332,,Aspen Boarding Kennel & Animal Shelter,"101 Animal Shelter Rd., Suite 1",Aspen,Co,81611.0,Pitkin County,39.226394,-106.865982
2011,5332,,Aspen Boarding Kennel & Animal Shelter,"101 Animal Shelter Rd., Suite 1",Aspen,Co,81611.0,Pitkin County,39.226394,-106.865982
2012,5332.0,,Aspen Boarding Kennel & Animal Shelter,"101 Animal Shelter Rd., Suite 1",Aspen,Co,81611.0,Pitkin County,39.226394,-106.865982
2013,5332,,Aspen Boarding Kennel & Animal Shelter,"101 Animal Shelter Rd., Suite 1",Aspen,Co,81611.0,Pitkin County,39.226394,-106.865982
2014,5332,,Aspen Boarding Kennel & Animal Shelter,101 Animal Shelter Rd Unit 1,Aspen ,Co,81611,Pitkin County,39.226394,-106.865982
2015,5332,,Aspen Boarding Kennel & Animal Shelter,101 Animal Shelter Road Unit 1,Aspen ,Co,81611,Pitkin County,39.226394,-106.865982
2019,,,Aspen Boarding Kennel And Animal Shelter,,,,,,,
2021,,,Aspen Boarding Kennel And Animal Shelter,,,,,,,
2022,,,Aspen Boarding Kennel And Animal Shelter,,,,,,,
2020,,,Aspen Boarding Kennel and Animal Shelter,,,,,,,
Licensing,,Pet Animal Small Shelter,"Aspen Leaf Aviaries, Inc.",,Lakewood,Co,,Jefferson,,
2017,,,Aspen/ Pitkin County Animal Shelter,,Aspen,,81611,Pitkin County,39.171024,-106.822652
2018,,,"Aspen/ Pitkin County Animal Shelter *, Sachson, Inc *",,,,,Pitkin County,,
2016,,,Aspen/Pitkin County Animal Shelter,,Aspen,,81611,Pitkin County,39.190665,-106.819201
2023,,,Aspen/Pitkin County Animal Shelter,,Aspen,,81611,Pitkin County,39.190665,-106.819201
2007,5331.0,,"Aunt T'S Pet Motel, Llc","3200 E. Mulberry, #C",Fort Collins,Co,80524.0,,,
2008,5331,,"Aunt T'S Pet Motel, Llc","3200 E. Mulberry, #C",Fort Collins,Co,80524.0,,,
2009,5331,,"Aunt T'S Pet Motel, Llc","3200 E. Mulberry, #C",Fort Collins,Co,80524.0,,,
2018,,,Aurora Animal Shelter,,,,,Adams County,,
2019,,,Aurora Animal Shelter,,,,,Adams County,,
2018,,Pet Animal Small Rescue,Australian Shepherds Furever,,Buena Vista,Co,,Chaffee County,,
2019,,Pet Animal Small Rescue,Australian Shepherds Furever,,Buena Vista,Co,,Chaffee County,,
2020,,Pet Animal Small Rescue,Australian Shepherds Furever,,Buena Vista,Co,,Chaffee County,,
2021,,Pet Animal Small Rescue,Australian Shepherds Furever,,Buena Vista,Co,,Chaffee County,,
2022,,Pet Animal Small Rescue,Australian Shepherds Furever,,Buena Vista,Co,,Chaffee County,,
2023,,Pet Animal Small Rescue,Australian Shepherds Furever,,Buena Vista,Co,,Chaffee County,,
Licensing,,Pet Animal Small Rescue,Australian Shepherds Furever,,Buena Vista,Co,,Chaffee,,
2020,,,Avalon Aviary Bird Store,,,,,,,
2021,,,Avalon Aviary Bird Store,,,,,,,
2022,,,Avalon Aviary Bird Store,,,,,,,
2023,,,Avalon Aviary Bird Store,,,,,,,
Licensing,,Pet Animal Small Shelter,"Avalon Aviary, LLC",,Loveland,Co,,Larimer,,
2010,4663,,Avon Pet Centre,703 Nottingham Road,Avon,Co,81620.0,,,
2011,4663,,Avon Pet Centre,730 Nottingham Rd.,Avon,Co,81620.0,,,
2012,4663.0,,Avon Pet Centre,730 Nottingham Rd.,Avon,Co,81620.0,,,
2013,4663,,Avon Pet Centre,730 Nottingham Rd.,Avon,Co,81620.0,,,
2019,,,Aztec Animal Shelter,,,,,,,
Licensing,,Pet Animal Small Shelter,Ballistic Morphs Reptiles Ltd.,,Lakewood,Co,,Jefferson,,
2019,,,Bark It ,,,,,,,
2021,,,Bark It Inc,,,,,,,
2017,,,BarkaBull,,Colorado Springs,,80905,El Paso County,38.81761,-104.832663
2007,1759.0,,Barnwater Cats,3131 E Evans Ave,Denver,Co,80210.0,,,
2008,1759,,Barnwater Cats,3131 E Evans Ave,Denver,Co,80210.0,,,
2009,1759,,Barnwater Cats,3131 E Evans Ave,Denver,Co,80210.0,,,
2010,1759,,Barnwater Cats,3131 E Evans Ave,Denver,Co,80210.0,,,
2011,1759,,Barnwater Cats,3131 E Evans Ave,Denver,Co,80210.0,,,
2012,1759.0,,Barnwater Cats,3131 E Evans Ave,Denver,Co,80210.0,,,
2013,1759,,Barnwater Cats,3131 E Evans Ave,Denver,Co,80210.0,,,
2017,,,Barnwater Cats Rescue Organization,,Denver,,80210,Denver County,39.679179,-104.963089
2018,,,Barnwater Cats Rescue Organization,,Denver,,80210,Denver County,39.679179,-104.963089
2007,1629.0,,Bear Creek Animal Hospital,2430 E Victory Way,Craig,Co,81625.0,Moffat County,40.512442,-107.547286
2008,1629,,Bear Creek Animal Hospital,2430 E Victory Way,Craig,Co,81625.0,Moffat County,40.512442,-107.547286
2009,1629,,Bear Creek Animal Hospital,2430 E Victory Way,Craig,Co,81625.0,Moffat County,40.512442,-107.547286
2011,1629,,Bear Creek Animal Hospital,2430 E Victory Way,Craig,Co,81625.0,Moffat County,40.512442,-107.547286
2012,1629.0,,Bear Creek Animal Hospital,2430 E Victory Way,Craig,Co,81625.0,Moffat County,40.512442,-107.547286
2013,1629,,Bear Creek Animal Hospital,2430 E Victory Way,Craig,Co,81625.0,Moffat County,40.512442,-107.547286
2015,1629,,Bear Creek Animal Hospital,2430 East Victory Way,Craig,Co,81625,Moffat County,40.512442,-107.547286
2016,1629,,Bear Creek Animal Hospital,2430 East Victory Way,Craig,Co,81625,Moffat County,40.512442,-107.547286
2018,1629,,Bear Creek Animal Hospital,2430 East Victory Way,Craig,Co,81625,Moffat County,40.512442,-107.547286
2019,1629,,Bear Creek Animal Hospital,2430 East Victory Way,Craig,Co,81625,Moffat County,40.512442,-107.547286
2020,1629,,Bear Creek Animal Hospital,2430 East Victory Way,Craig,Co,81625,Moffat County,40.512442,-107.547286
